s;i(rlast);i(rshunt);ic(t1);ic(t2);time;v(uin);v(uout)
0,00100056442897767;0,00254427921026945;3,47499808412977E-5;0,00691278604790568;0,004403340164572;0,00100056442897767;0,0354577861726284;0,0169703420251608
0,00100138899870217;0,0107496259734035;7,8048680734355E-5;0,0129884509369731;0,00231682742014527;0,00100138899870217;0,0871592313051224;0,0717000067234039
0,00100223394110799;0,0189201440662146;0,000121569421025924;0,0202476028352976;0,00144898507278413;0,00100223394110799;0,139904856681824;0,126197353005409
0,00100269739050418;0,0231899246573448;0,000145217170938849;0,024236761033535;0,00119195855222642;0,00100269739050418;0,168670877814293;0,154676795005798
0,00100311753340065;0,027165288105607;0,000167754697031342;0,0280170682817698;0,00101571902632713;0,00100311753340065;0,194631204009056;0,181192472577095
0,00100356864277273;0,0314378142356873;0,000191402446944267;0,0321223512291908;0,000871208321768791;0,00100356864277273;0,222348183393478;0,20969021320343
0,00100398669019341;0,0352918952703476;0,000213273844565265;0,035847369581461;0,000768802827224135;0,00100398669019341;0,247881934046745;0,235396951436996
0,00100449018646032;0,0398926809430122;0,000239697154029273;0,040327150374651;0,000670820125378668;0,00100449018646032;0,278400480747223;0,26608419418335
0,00100508111063391;0,0452795289456844;0,000271338503807783;0,0455931946635246;0,000580468971747905;0,00100508111063391;0,313858240842819;0,30201444029808
0,00100573233794421;0,0511225834488869;0,000305311317788437;0,0513262897729874;0,000503400980960578;0,00100573233794421;0,352433234453201;0,340987652540207
0,00100689718965441;0,0613171570003033;0,000367261789506301;0,061379961669445;0,000403604324674234;0,00100689718965441;0,419922232627869;0,408985435962677
0,00100831605959684;0,0733061358332634;0,000440758536569774;0,0732346773147583;0,000321904459269717;0,00100831605959684;0,499057203531265;0,488951951265335
0,00100971385836601;0,0845155715942383;0,00051247893134132;0,0843049734830856;0,000266976479906589;0,00100971385836601;0,573142945766449;0,563718855381012
0,00101245695259422;0,104558475315571;0,000645927735604346;0,104111768305302;0,000199080444872379;0,00101245695259422;0,705190360546112;0,69740504026413
0,00101579155307263;0,124691747128963;0,000786482007242739;0,124059431254864;0,000153824526933022;0,00101579155307263;0,837239384651184;0,831693947315216
0,0010197915835306;0,141602128744125;0,000909716763999313;0,140819549560547;0,000126484519569203;0,0010197915835306;0,946928679943085;0,944486200809479
0,00102379161398858;0,149642065167427;0,000968558539170772;0,148789182305336;0,000115786278911401;0,00102379161398858;0,997118949890137;0,998112618923187
0,00102681445423514;0,149490684270859;0,000966782215982676;0,148640111088753;0,000115934206405655;0,00102681445423514;0,993508219718933;0,997102916240692
0,00102964870166034;0,144482269883156;0,000927258282899857;0,143677234649658;0,000122317753266543;0,00102964870166034;0,957644402980804;0,963696718215942
0,00103314919397235;0,132017135620117;0,000833111349493265;0,13132481276989;0,000140735690365545;0,00103314919397235;0,871753633022308;0,88055431842804
0,00103662349283695;0,113378718495369;0,000698552350513637;0,112857259809971;0,000176674075191841;0,00103662349283695;0,744955718517303;0,75623607635498
0,00104062352329493;0,0853479653596878;0,000507593969814479;0,085104413330555;0,000263004447333515;0,00104062352329493;0,555647134780884;0,56927090883255
0,0010446235537529;0,0520291887223721;0,00029820590862073;0,052229642868042;0,000492076098453254;0,0010446235537529;0,331425130367279;0,347034692764282
0,00104862358421087;0,0156980641186237;8,75965997693129E-5;0,017320403829217;0,00170998927205801;0,00104862358421087;0,0863784849643707;0,104706086218357
0,00105047423858196;-0,00109789136331528;-5,77315950067714E-6;0,00497702788561583;0,00606911955401301;0,00105047423858196;-0,0297919921576977;-0,00732293492183089
0,00105135003104806;-0,00968966260552406;-4,80726557725575E-5;0,00241746963001788;0,0120591428130865;0,00105135003104806;-0,0847205072641373;-0,0646300464868546
0,00105251639615744;-0,021013829857111;-9,70890032476746E-5;0,00122788408771157;0,0221537221223116;0,00105251639615744;-0,1574547290802;-0,140162244439125
0,00105300964787602;-0,0254986062645912;-0,000117572621093132;0,000999214244075119;0,0263803899288178;0,00105300964787602;-0,18797504901886;-0,170075714588165
0,00105349975638092;-0,0301184058189392;-0,000138333794893697;0,00082880409900099;0,0308126676827669;0,00105349975638092;-0,218129754066467;-0,200889766216278
0,00105402490589768;-0,0350507088005543;-0,000160593757755123;0,000692369882017374;0,0355894006788731;0,00105402490589768;-0,250202625989914;-0,23378823697567
0,0010544239776209;-0,0386908538639545;-0,00017708056839183;0,000613963522482663;0,0391311086714268;0,0010544239776209;-0,274398505687714;-0,25806799530983
0,00105491641443223;-0,0431468971073627;-0,000198008274310268;0,000534486840479076;0,0434856154024601;0,00105491641443223;-0,30401748418808;-0,287789791822433
0,00105550652369857;-0,0484903044998646;-0,000222988295718096;0,000459157046861947;0,0487292893230915;0,00105550652369857;-0,339122265577316;-0,323430329561234
0,00105613272171468;-0,0540451481938362;-0,000249661388806999;0,000396038260078058;0,0541958287358284;0,00105613272171468;-0,375864118337631;-0,360481113195419
0,00105705671012402;-0,0620762035250664;-0,000288907787762582;0,000325913861161098;0,0621226876974106;0,00105705671012402;-0,429003804922104;-0,414048284292221
0,00105822097975761;-0,0719018131494522;-0,000338479236233979;0,000261751818470657;0,0718433931469917;0,00105822097975761;-0,493876755237579;-0,479585081338882
0,00105944718234241;-0,0818100944161415;-0,000389851338695735;0,000214060943108052;0,0816526487469673;0,00105944718234241;-0,559334397315979;-0,545673310756683
0,00106150866486132;-0,0973373129963875;-0,000474162370664999;0,000160094903549179;0,0970232784748077;0,00106150866486132;-0,661717414855957;-0,649239838123321
0,00106454885099083;-0,117171332240105;-0,000587530026677996;0,000114520633360371;0,11669846624136;0,00106454885099083;-0,792031526565552;-0,781532764434814
0,00106854888144881;-0,136649027466774;-0,000705657759681344;8,43702146084979E-5;0,136028289794922;0,00106854888144881;-0,918968677520752;-0,911449015140534
0,00107254879549146;-0,147537380456924;-0,000773658917751163;7,17913644621149E-5;0,146835967898369;0,00107254879549146;-0,988163590431213;-0,984074354171753
